Version	SEQFID	old GCA	HMT-ID	Name	assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date
New GCA	SEQF3713	GCA_000700805.1	HMT-279	Prevotella pasteri	GCA_000700805.1	PRJNA64723	SAMN02849569	JNOS00000000.1	na	997829	997829	Porphyromonas sp. KLE 1280	strain=KLE 1280		latest	Scaffold	Major	Full	2014/06/11	ASM70080v1	Washington University Genome Center	GCF_000700805.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/700/805/GCA_000700805.1_ASM70080v1			na
New GCA	SEQF3714	GCA_900459175.1	HMT-594	Streptococcus downei	GCA_900459175.1	PRJEB6403	SAMEA4534871	UHFA00000000.1	representative genome	764290	1317	Streptococcus downei MFe28	strain=NCTC 11391		latest	Contig	Major	Full	2018/08/01	52087_B01	SC	GCF_900459175.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/459/175/GCA_900459175.1_52087_B01		assembly from type material	na
New GCA	SEQF3717	GCA_007830715.1	HMT-465	Bacteroides zoogleoformans	GCA_007830715.1	PRJNA257869	SAMN02983002	VLLM00000000.1	na	28119	28119	Bacteroides zoogleoformans	strain=ATCC 33285		latest	Scaffold	Major	Full	2019/08/02	ASM783071v1	DOE Joint Genome Institute	GCF_007830715.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/830/715/GCA_007830715.1_ASM783071v1		assembly from type material	na	Scaffold	68	0
New GCA	SEQF3718	GCA_001886235.1	HMT-802	Enterococcus saccharolyticus	GCA_001886235.1	PRJNA270385	SAMN03267186	JXLD00000000.1	na	41997	41997	Enterococcus saccharolyticus	strain=DSM 20726		latest	Scaffold	Major	Full	2016/11/25	ASM188623v1	Inner Mongolia Agricultural University	GCF_001886235.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/886/235/GCA_001886235.1_ASM188623v1		assembly from type material	na	Scaffold	51	0
Existing	SEQF2533	GCA_000407005.1	HMT-802	Enterococcus saccharolyticus	GCA_000407005.1	PRJNA82535	SAMN02596896	AHYT00000000.1	na	1139996	41997	Enterococcus saccharolyticus subsp. saccharolyticus ATCC 43076	strain=ATCC 43076		latest	Scaffold	Major	Full	2013/06/04	Ente_sacc_ATCC43076_V1	Broad Institute	GCF_000407005.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/407/005/GCA_000407005.1_Ente_sacc_ATCC43076_V1		assembly from type material	na	Scaffold	14	0
New GCA	SEQF3719	GCA_000407285.1	HMT-802	Enterococcus saccharolyticus	GCA_000407285.1	PRJNA191890	SAMN02596896	ASWN00000000.1	representative genome	1139996	41997	Enterococcus saccharolyticus subsp. saccharolyticus ATCC 43076	strain=ATCC 43076		latest	Scaffold	Major	Full	2013/06/04	Ente_sacc_ATCC43076_V2	Broad Institute	GCF_000407285.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/407/285/GCA_000407285.1_Ente_sacc_ATCC43076_V2		assembly from type material	na	Scaffold	5	0
New GCA	SEQF3720	GCA_007845255.1	HMT-353	TM7 phylum sp. oral taxon 353	GCA_007845255.1	PRJNA472398	SAMN10782567	SDRL00000000.1	na	713055	713055	TM7 phylum sp. oral taxon 353	strain=TM7_HOT_353-SAG1		latest	Scaffold	Major	Full	2019/08/05	ASM784525v1	Oak Ridge National Laboratory	GCF_007845255.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/845/255/GCA_007845255.1_ASM784525v1	genus undefined		na	Scaffold	67	0
New GCA	SEQF3721	GCA_009362935.1	HMT-051	Limosilactobacillus vaginalis	GCA_009362935.1	PRJNA566211	SAMN12784813		representative genome	1633	1633	Limosilactobacillus vaginalis	strain=LV515		latest	Complete Genome	Major	Full	2019/10/27	ASM936293v1	Korea University	GCF_009362935.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/362/935/GCA_009362935.1_ASM936293v1			na	Complete Genome		1
Existing	SEQF1783	GCA_000159435.1	HMT-051	Limosilactobacillus vaginalis	GCA_000159435.1	PRJNA31507	SAMN00001485	ACGV00000000.1	na	1423814	1633	Limosilactobacillus vaginalis DSM 5837 = ATCC 49540	strain=ATCC 49540		latest	Scaffold	Major	Full	2009/07/07	ASM15943v1	BCM	GCF_000159435.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/159/435/GCA_000159435.1_ASM15943v1		assembly from type material	na	Scaffold	202	0
New GCA	SEQF3722	GCA_022457745.1	HMT-051	Limosilactobacillus vaginalis	GCA_022457745.1	PRJNA799634	SAMN25207565	JAKWXI000000000.1	na	1633	1633	Limosilactobacillus vaginalis	strain=0861_630_1_1_MRS7_S852-bin_1		latest	Scaffold	Major	Full	2022/03/03	ASM2245774v1	Massachusetts General Hospital	GCF_022457745.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/457/745/GCA_022457745.1_ASM2245774v1			na	Scaffold	108	0
New GCA	SEQF3723	GCA_022456455.1	HMT-051	Limosilactobacillus vaginalis	GCA_022456455.1	PRJNA799634	SAMN25207564	JAKWXH000000000.1	na	1633	1633	Limosilactobacillus vaginalis	strain=0861_630_1_1_MRS3_S828-bin_1		latest	Scaffold	Major	Full	2022/03/03	ASM2245645v1	Massachusetts General Hospital	GCF_022456455.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/456/455/GCA_022456455.1_ASM2245645v1			na	Scaffold	27	0
New GCA	SEQF3724	GCA_925282335.1	HMT-051	Limosilactobacillus vaginalis	GCA_925282335.1	PRJEB49530	SAMEA11998736	CAKMAX000000000.1	na	1633	1633	Limosilactobacillus vaginalis		IM929	latest	Contig	Major	Full	2022/06/14	IM929	university of ljubljana, biotechnical faculty	GCF_925282335.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/925/282/335/GCA_925282335.1_IM929			na	Contig	96	0
New GCA	SEQF3725	GCA_022457975.1	HMT-051	Limosilactobacillus vaginalis	GCA_022457975.1	PRJNA799634	SAMN25207575	JAKWXS000000000.1	na	1633	1633	Limosilactobacillus vaginalis	strain=0861_630_1_1_MRSIHK7_S799-bin_2		latest	Scaffold	Major	Full	2022/03/03	ASM2245797v1	Massachusetts General Hospital	GCF_022457975.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/457/975/GCA_022457975.1_ASM2245797v1			na	Scaffold	20	0
New GCA	SEQF3726	GCA_003833155.1	HMT-051	Limosilactobacillus vaginalis	GCA_003833155.1	PRJNA504605	SAMN10395645	RJTI00000000.1	na	1633	1633	Limosilactobacillus vaginalis	strain=CBA-L88 (BV2)		latest	Contig	Major	Full	2018/11/26	ASM383315v1	Universita Cattolica del Sacro Cuore	GCF_003833155.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/833/155/GCA_003833155.1_ASM383315v1			na	Contig	123	0
New GCA	SEQF3727	GCA_022456495.1	HMT-051	Limosilactobacillus vaginalis	GCA_022456495.1	PRJNA799634	SAMN25207563	JAKWXG000000000.1	na	1633	1633	Limosilactobacillus vaginalis	strain=0861_630_1_1_CBA8_S776-bin_1		latest	Scaffold	Major	Full	2022/03/03	ASM2245649v1	Massachusetts General Hospital	GCF_022456495.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/456/495/GCA_022456495.1_ASM2245649v1			na	Scaffold	120	0
New GCA	SEQF3728	GCA_022457835.1	HMT-051	Limosilactobacillus vaginalis	GCA_022457835.1	PRJNA799634	SAMN25207571	JAKWXO000000000.1	na	1633	1633	Limosilactobacillus vaginalis	strain=0861_630_1_1_MRSI2_S839-bin_1		latest	Scaffold	Major	Full	2022/03/03	ASM2245783v1	Massachusetts General Hospital	GCF_022457835.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/457/835/GCA_022457835.1_ASM2245783v1			na	Scaffold	22	0
New GCA	SEQF3729	GCA_022456515.1	HMT-051	Limosilactobacillus vaginalis	GCA_022456515.1	PRJNA799634	SAMN25207560	JAKWXD000000000.1	na	1633	1633	Limosilactobacillus vaginalis	strain=0861_630_1_1_BHK11_S832-bin_1		latest	Scaffold	Major	Full	2022/03/03	ASM2245651v1	Massachusetts General Hospital	GCF_022456515.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/456/515/GCA_022456515.1_ASM2245651v1			na	Scaffold	38	0
New GCA	SEQF3730	GCA_007845535.1	HMT-346	TM7 phylum sp. oral taxon 346	GCA_007845535.1	PRJNA472398	SAMN10782553	SDRY00000000.1	na	713049	713049	TM7 phylum sp. oral taxon 346	strain=TM7_HOT_346-SAG3		latest	Scaffold	Major	Full	2019/08/05	ASM784553v1	Oak Ridge National Laboratory	GCF_007845535.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/845/535/GCA_007845535.1_ASM784553v1	genus undefined		na	Scaffold	80	0
New GCA	SEQF3731	GCA_007845555.1	HMT-346	TM7 phylum sp. oral taxon 346	GCA_007845555.1	PRJNA472398	SAMN10782551	SDSA00000000.1	na	713049	713049	TM7 phylum sp. oral taxon 346	strain=TM7_HOT_346-SAG1		latest	Scaffold	Major	Full	2019/08/05	ASM784555v1	Oak Ridge National Laboratory	GCF_007845555.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/845/555/GCA_007845555.1_ASM784555v1	genus undefined		na	Scaffold	66	0
New GCA	SEQF3732	GCA_007845545.1	HMT-346	TM7 phylum sp. oral taxon 346	GCA_007845545.1	PRJNA472398	SAMN10782552	SDRZ00000000.1	na	713049	713049	TM7 phylum sp. oral taxon 346	strain=TM7_HOT_346-SAG2		latest	Scaffold	Major	Full	2019/08/05	ASM784554v1	Oak Ridge National Laboratory	GCF_007845545.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/845/545/GCA_007845545.1_ASM784554v1	genus undefined		na	Scaffold	23	0
New GCA	SEQF3733	GCA_000208405.1	HMT-151	Selenomonas sputigena	GCA_000208405.1	PRJNA51247	SAMN00713607		representative genome	546271	69823	Selenomonas sputigena ATCC 35185	strain=ATCC 35185		latest	Complete Genome	Major	Full	2011/04/21	ASM20840v1	US DOE Joint Genome Institute (JGI-PGF)	GCF_000208405.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/208/405/GCA_000208405.1_ASM20840v1		assembly designated as neotype	na	Complete Genome		1
Existing	SEQF1598	GCA_000160495.1	HMT-151	Selenomonas sputigena	GCA_000160495.1	PRJNA30489	SAMN00008859	ACKP00000000.2	na	546271	69823	Selenomonas sputigena ATCC 35185	strain=ATCC 35185		latest	Scaffold	Major	Full	2009/08/21	ASM16049v1	Washington University Genome Sequencing Center	GCF_000160495.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/160/495/GCA_000160495.1_ASM16049v1		assembly designated as neotype	na	Scaffold	61	0
New GCA	SEQF3734	GCA_902377555.1	HMT-030	Corynebacterium afermentans	GCA_902377555.1	PRJEB33885	SAMEA5851205	CABLBV000000000.1	na	38286	38286	Corynebacterium afermentans		MGYG-HGUT-01701	latest	Contig	Major	Full	2019/08/22	MGYG-HGUT-01701	EMG	GCF_902377555.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/377/555/GCA_902377555.1_MGYG-HGUT-01701			na	Contig	50	0
New GCA	SEQF3735	GCA_015351335.1	HMT-030	Corynebacterium afermentans	GCA_015351335.1	PRJNA673348	SAMN16604593	JADKMZ000000000.1	representative genome	144184	38286	Corynebacterium afermentans subsp. lipophilum	strain=CCUG 32105		latest	Contig	Major	Full	2020/11/10	ASM1535133v1	China CDC	GCF_015351335.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/351/335/GCA_015351335.1_ASM1535133v1		assembly from type material	na	Contig	17	0
New GCA	SEQF3736	GCA_022346345.1	HMT-030	Corynebacterium afermentans	GCA_022346345.1	PRJNA694925	SAMN17729878	JAKRDA000000000.1	na	38286	38286	Corynebacterium afermentans	strain=ACRPU		latest	Contig	Major	Full	2022/02/20	ASM2234634v1	NHGRI/NIH	GCF_022346345.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/346/345/GCA_022346345.1_ASM2234634v1			na	Contig	48	0
New GCA	SEQF3737	GCA_900156035.1	HMT-030	Corynebacterium afermentans	GCA_900156035.1	PRJEB18848	SAMN05421802	FTMH00000000.1	na	38286	38286	Corynebacterium afermentans	strain=DSM 44280		latest	Contig	Major	Full	2017/01/14	IMG-taxon 2681813557 annotated assembly	DOE - JOINT GENOME INSTITUTE	GCF_900156035.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/156/035/GCA_900156035.1_IMG-taxon_2681813557_annotated_assembly	unverified source organism; not used as type		na	Contig	45	0
Existing	SEQF2886	GCA_001639025.1	HMT-030	Corynebacterium afermentans	GCA_001639025.1	PRJNA319541	SAMN04893626	LXGG00000000.1	na	144183	38286	Corynebacterium afermentans subsp. afermentans	strain=LCDC880199		latest	Contig	Major	Full	2016/05/04	ASM163902v1	Public Health Agency of Canada	GCF_001639025.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/639/025/GCA_001639025.1_ASM163902v1			na	Contig	24	0
Existing	SEQF3692	GCA_018127985.1	HMT-685	Prevotella multiformis	GCA_018127985.1	PRJNA282954	SAMN18352177		representative genome	282402	282402	Prevotella multiformis	strain=F0096		latest	Complete Genome	Major	Full	2021/04/22	ASM1812798v1	The Forsyth Institute	GCF_018127985.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/127/985/GCA_018127985.1_ASM1812798v1			na	Complete Genome		2
Existing	SEQF1986	GCA_000191065.1	HMT-685	Prevotella multiformis	GCA_000191065.1	PRJNA53055	SAMN00253307	AEWX00000000.1	na	888743	282402	Prevotella multiformis DSM 16608	strain=DSM 16608		latest	Scaffold	Major	Full	2011/03/04	ASM19106v1	Baylor College of Medicine	GCF_000191065.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/191/065/GCA_000191065.1_ASM19106v1		assembly from type material	na	Scaffold	70	0
Existing	SEQF1880	GCA_000239275.1	HMT-121	Anaeroglobus geminatus	GCA_000239275.1	PRJNA50397	SAMN02299437	AGCJ00000000.1	representative genome	861450	156456	Anaeroglobus geminatus F0357	strain=F0357		latest	Scaffold	Major	Full	2011/12/21	ASM23927v1	Genome Sequencing Center (GSC) at Washington University (WashU) School of Medicine	GCF_000239275.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/239/275/GCA_000239275.1_ASM23927v1			na	Scaffold	103	0
Existing	SEQF2805	GCA_001683335.1	HMT-126	Selenomonas sp. HMT 126	GCA_001683335.1	PRJNA282954	SAMN03897727		na	712528	712528	Selenomonas sp. oral taxon 126	strain=W7667		latest	Chromosome	Major	Full	2016/07/11	ASM168333v1	The Forsyth Institute	GCF_001683335.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/683/335/GCA_001683335.1_ASM168333v1			na	Chromosome	142	1
Existing	SEQF1477	GCA_000162415.1	HMT-317	Prevotella sp. HMT 317	GCA_000162415.1	PRJNA38521	SAMN02595329	ACQH00000000.1	na	575615	652721	Prevotella sp. oral taxon 317 str. F0108	strain=F0108		latest	Scaffold	Major	Full	2010/02/04	ASM16241v1	Broad Institute	GCF_000162415.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/162/415/GCA_000162415.1_ASM16241v1			na	Scaffold	205	0
Existing	SEQF1672	GCA_000235445.1	HMT-635	Johnsonella ignava	GCA_000235445.1	PRJNA40693	SAMN02463813	ACZL00000000.1	representative genome	679200	43995	Johnsonella ignava ATCC 51276	strain=ATCC 51276		latest	Scaffold	Major	Full	2011/11/16	John_igna_ATCC_51276_V1	Broad Institute	GCF_000235445.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/235/445/GCA_000235445.1_John_igna_ATCC_51276_V1		assembly from type material	na	Scaffold	80	0
Existing	SEQF1887	GCA_000257925.1	HMT-306	Prevotella sp. HMT 306	GCA_000257925.1	PRJNA75153	SAMN00761833	AJIN00000000.1	na	1095752	712461	Prevotella sp. oral taxon 306 str. F0472	strain=F0472		latest	Contig	Major	Full	2012/04/05	PspF0472v1.0	J. Craig Venter Institute	GCF_000257925.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/257/925/GCA_000257925.1_PspF0472v1.0			na	Contig	74	0
Existing	SEQF3062	GCA_002999235.1	HMT-897	Actinomyces sp. HMT 897	GCA_002999235.1	PRJNA282954	SAMN08439033		na	2081702	2081702	Actinomyces sp. oral taxon 897	strain=F0631		latest	Complete Genome	Major	Full	2018/03/14	ASM299923v1	The Forsyth Institute	GCF_002999235.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/999/235/GCA_002999235.1_ASM299923v1			na	Complete Genome		2
Existing	SEQF3176	GCA_013394785.1	HMT-903	Capnocytophaga sp. HMT 903	GCA_013394785.1	PRJNA282954	SAMN15360088	JABXYW000000000.1	na	2748317	2748317	Capnocytophaga sp. oral taxon 903	strain=W10654		latest	Contig	Major	Full	2020/07/08	ASM1339478v1	The Forsyth Institute	GCF_013394785.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/394/785/GCA_013394785.1_ASM1339478v1			na	Contig	2	0
Existing	SEQF1668	GCA_000239715.1	HMT-849	Actinomyces johnsonii	GCA_000239715.1	PRJNA39355	SAMN02463764	ACTB00000000.1	na	653386	653385	Actinomyces sp. oral taxon 849 str. F0330	strain=F0330		latest	Scaffold	Major	Full	2011/12/22	Actinomyces_sp_F0330_V1	Broad Institute	GCF_000239715.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/239/715/GCA_000239715.1_Actinomyces_sp_F0330_V1			na	Scaffold	255	0
Existing	SEQF2449	GCA_000466245.1	HMT-849	Actinomyces johnsonii	GCA_000466245.1	PRJNA198882	SAMN02436817	AWSE00000000.1	na	1321818	544581	Actinomyces johnsonii F0542	strain=F0542		latest	Scaffold	Major	Full	2013/09/12	ASM46624v1	Washington University	GCF_000466245.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/466/245/GCA_000466245.1_ASM46624v1			na	Scaffold	325	0
New GCA	SEQF3738	GCA_008693165.1	HMT-849	Actinomyces johnsonii	GCA_008693165.1	PRJNA563568	SAMN12771117	VXKM00000000.1	na	544581	544581	Actinomyces johnsonii	strain=CCUG 34287T		latest	Contig	Major	Full	2019/09/24	ASM869316v1	University of Gothenburg - CCUG	GCF_008693165.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/693/165/GCA_008693165.1_ASM869316v1		assembly from type material	na	Contig	39	0
New GCA	SEQF3739	GCA_006546835.1	HMT-849	Actinomyces johnsonii	GCA_006546835.1	PRJNA305687	SAMN12142209	VICB00000000.1	representative genome	544581	544581	Actinomyces johnsonii	strain=CCUG 34287		latest	Scaffold	Major	Full	2019/07/02	ASM654683v1	University of Gothenburg - CCUG	GCF_006546835.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/546/835/GCA_006546835.1_ASM654683v1		assembly from type material	na	Scaffold	48	0
Existing	SEQF2317	GCA_000466205.2	HMT-849	Actinomyces johnsonii	GCA_000466205.2	PRJNA173933	SAMN02436754	AWSD00000000.1	na	1227262	544581	Actinomyces johnsonii F0510	strain=F0510		latest	Scaffold	Minor	Full	2013/09/12	ASM46620v2	Washington University	GCF_000466205.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/466/205/GCA_000466205.2_ASM46620v2			na	Scaffold	430	0
New GCA	SEQF3740	GCA_010365865.1	HMT-029	Treponema vincentii	GCA_010365865.1	PRJNA602574	SAMN11253843		na	69710	69710	Treponema vincentii	strain=OMZ 804		latest	Complete Genome	Major	Full	2020/02/10	ASM1036586v1	The University of Hong Kong	GCF_010365865.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/365/865/GCA_010365865.1_ASM1036586v1			na	Complete Genome		1
New GCA	SEQF3741	GCA_018336815.1	HMT-029	Treponema vincentii	GCA_018336815.1	PRJNA602573	SAMN11253842		na	69710	69710	Treponema vincentii	strain=OMZ 806		latest	Complete Genome	Major	Full	2021/05/11	ASM1833681v1	The University of Hong Kong	GCF_018336815.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/336/815/GCA_018336815.1_ASM1833681v1			na	Complete Genome		1
Existing	SEQF1947	GCA_000412995.1	HMT-029	Treponema vincentii	GCA_000412995.1	PRJNA169493	SAMN02596984	ATFC00000000.1	representative genome	1125702	69710	Treponema vincentii F0403	strain=F0403		latest	Scaffold	Major	Full	2013/06/21	Trep_vinc_F0403_V1	Broad Institute	GCF_000412995.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/412/995/GCA_000412995.1_Trep_vinc_F0403_V1			na	Scaffold	13	0
Existing	SEQF1610	GCA_000175895.1	HMT-029	Treponema vincentii	GCA_000175895.1	PRJNA34095	SAMN00001903	ACYH00000000.1	na	596324	69710	Treponema vincentii ATCC 35580	strain=ATCC 35580		latest	Contig	Major	Full	2009/09/08	ASM17589v1	J. Craig Venter Institute	GCF_000175895.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/175/895/GCA_000175895.1_ASM17589v1			na	Contig	79	0
